Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month)
2013-05-12 20:12,1368360729,big,35.296856,5.62,148.476563,18.48,2180000000,2290000000,12.87,10.77,1.14,0.4,2.78,0.43,5.73,3.28,5.65,11.23,22.41,5400000000,90.23,5,2120000000,400640000,177160000,2.93,4.9,60580000,1.05,171200000,22.58,1.73,13.24,281130000,123110000,0.84,36.05,32.11,1165960,57940000,52640000,1.93,108.1,7850000,12.6,13.8,8950000
2009-03-10 12:46,1236660361,big,17.400259,93.11,59.963139,62.99,1440000000,1470000000,9.59,9.18,0.62,0.31,1.86,0.32,4.398,3.26,5.49,11.08,21.91,4650000000,57.271,-3.2,1840000000,333550000,154800000,1.85,-14.4,34770000,0.428,61700000,N/A,1.691,9.529,211060000,206500000,0.9,14.67,19.88,2770450,81310000,80240000,0.8,120.2,17860000,5.9,22,18560000
2008-09-17 1:55,1221587726,big,27.364664,-14.72,95.553268,-5.62,2530000000,2690000000,16.39,14.62,1.03,0.55,3.76,0.57,7.882,3.55,5.58,11.15,20.23,4700000000,53.553,1.9,1840000000,341650000,160650000,1.88,11.3,43520000,0.531,147700000,0.217,1.869,8.399,310850000,164260000,1.11,31.89,28.15,3206150,82030000,80970000,0.8,148.8,36930000,14.7,45.5,38270000
2007-05-31 19:26,1180610774,big,29.499893,-1.4,122.623863,-6.68,3660000000,3730000000,29.36,22.43,1.58,0.85,3.45,0.79,12.754,2.62,3.9,7.35,10.2,4740000000,42.987,N/A,1890000000,292310000,112620000,1.11,N/A,281660000,2.501,0,N/A,2.423,10.304,381480000,344670000,1.69,32.96,28.18,2161650,112630000,99090000,6.2,136.3,27510000,10,24.6,25800000
2008-12-09 23:28,1228836497,big,14.422172,84.61,73.763123,26.12,1250000000,1490000000,7.83,8.37,0.61,0.27,1.79,0.32,4.412,3.51,5.53,9.51,21.49,4690000000,56.668,-0.9,1840000000,336670000,158640000,1.97,-14.3,39240000,0.483,269100000,0.384,1.321,8.632,257370000,122940000,1.27,18.45,27.34,3174910,81250000,80330000,0.8,144.5,20860000,6.4,25.7,27240000
2008-03-10 19:42,1205149378,big,18.449142,-5.69,103.850365,-42.26,1790000000,1970000000,12.54,10.52,0.72,0.39,2.57,0.41,6.113,3.57,4.95,8.5,17.49,4790000000,44.897,-1.8,1890000000,322940000,157120000,1.576,724.6,41780000,0.462,138900000,0.179,1.735,8.087,353750000,299170000,1.53,17.024,21.6111,3534010,90410000,82870000,8.06,140.6,24130000,8.4,26.9,23730000
2012-08-28 1:36,1346088999,big,29.125294,9.71,126.333878,18.51,1950000000,2010000000,10.84,8.99,0.88,0.37,2.35,0.38,5,3.42,5.83,11.65,24.14,5320000000,83.89,4.4,2070000000,402280000,181860000,2.83,-38.1,61680000,1.02,242800000,35.19,1.73,12.89,296600000,140840000,0.82,38.83,40.45,1356650,63700000,59060000,1.66,98,7320000,8.2,11.3,8390000
2013-04-23 16:01,1366704082,big,34.444641,7.69,143.361069,21.2,2140000000,2230000000,12.62,10.56,1.09,0.39,2.77,0.41,5.56,3.28,5.65,11.23,22.41,5400000000,90.23,5,2120000000,400640000,177160000,2.93,4.9,60580000,1.05,171200000,22.58,1.73,13.24,281130000,123110000,0.84,35.4,31.43,1289460,57940000,52720000,1.93,108.1,9240000,8.6,N/A,10090000
2004-06-27 23:06,1088348763,biib,62.369999,-45.5,86.469963,6.75,21190000000,21290000000,N/A,36.05,2.16,18.65,2.86,19.29,N/A,-86.76,-92.12,-16.36,-22.92,1100000000,4.801,N/A,394440000,-902640000,-957500000,-3.48,N/A,761550000,2.24,861290000,0.12,4.322,21.184,N/A,N/A,0.987,59.6,46.55,3597181,339760000,326800000,3.81,82.89,14760000,3.234,4.52,21320000
2012-07-28 6:31,1343428276,biib,149.470001,49.35,123.903679,24.67,35330000000,35020000000,27.09,20.53,1.47,6.54,5.57,6.55,16.14,25.08,34.08,12.82,21.8,5350000000,22.19,17.6,4580000000,2170000000,1340000000,5.52,34.3,1410000000,5.95,1090000000,17.46,2,26.52,1870000000,1390000000,1.18,141.96,128.8,1237380,236350000,236060000,0.1,94.7,2560000,2.2,1.1,2460000
2007-12-16 2:25,1197743156,biib,58.790001,-21.45,118.773262,-39.11,17250000000,18140000000,35.7,18.37,1.69,8.1,3.4,8.65,66.765,26.02,-4.46,-0.73,9.18,2100000000,6.428,11,2410000000,271640000,544860000,1.65,-23.8,671350000,2.288,1560000000,0.313,0.815,17.018,916580000,-188760000,0.81,71.77,63.32,4971670,293370000,292580000,13.32,88.2,6650000,1.9,2.3,7350000
2007-05-28 18:21,1180347706,biib,49.470001,25.45,121.320168,-6.81,16930000000,15860000000,75.53,17.06,1.75,8.39,2.23,8.12,12.46,11.57,-1.87,6.76,3.12,1950000000,5.766,18.9,2410000000,1270000000,225720000,0.66,6.9,1130000000,3.295,61190000,0.008,3.879,21.473,947340000,655970000,0.97,46.82,47.86,3555490,342160000,302950000,0.46,85.4,9090000,3.5,2.7,7780000
2004-10-15 17:13,1097831599,biib,58.02,-34.47,84.862076,8.8,19480000000,19370000000,N/A,33.28,2.01,12.67,2.78,12.75,N/A,-64.88,-69.87,-15.1,-20.84,1520000000,5.44,N/A,394440000,-867940000,-985430000,-3.891,N/A,741380000,2.19,866230000,0.125,3.801,20.490999,N/A,N/A,0.832,59.81,56.01,3003181,338390000,325500000,3.81,87.1,14060000,5.345,4.32,13940000
2011-07-29 20:58,1311944307,biib,101.870003,46.73,113.146065,9.51,24620000000,24650000000,23.39,16.12,1.85,5.13,4.4,5.13,12.14,22.49,34.63,12.61,16.99,4810000000,19.62,8.5,4320000000,2030000000,1080000000,4.36,35.4,1230000000,5.08,1200000000,21.16,2.69,23.19,1540000000,1240000000,0.72,102.11,84.59,2164500,241630000,241190000,0.09,95.1,3210000,1.2,1.5,4000000
2013-02-06 17:31,1360143095,biib,160.979996,86.99,136.7379,19.78,38200000000,36670000000,28.03,18.2,1.24,6.75,5.35,6.65,16.63,25.02,33.48,12.04,20.61,5520000000,23.18,6.9,4580000000,2210000000,1380000000,5.76,-2.7,1710000000,7.21,1140000000,16.38,1.96,29.43,N/A,N/A,1.18,148.31,147.57,1299780,236610000,236350000,10.23,84.8,3040000,2.1,1.3,2390000
2012-01-01 13:36,1325396186,biib,110.050003,33,111.063309,15.99,26730000000,26280000000,22.92,17.44,1.85,5.45,4.31,5.33,12.34,23.82,35.82,13.63,21.91,4930000000,20.41,11.4,4320000000,2130000000,1170000000,4.8,38.5,1520000000,6.26,1060000000,17.07,3.21,25.64,1680000000,1430000000,0.92,111.15,102.8,1809910,242920000,242510000,0.09,95.1,2810000,1.9,N/A,3560000
2006-04-22 9:56,1145670986,biib,44.279999,5.33,102.989037,15.42,15240000000,14430000000,94.82,19.51,1.8,6.37,2.21,5.96,16.316,6.63,19.9,3.44,2.34,2420000000,7.219,7.7,2050000000,884390000,160480000,0.47,93.7,850750000,2.472,43440000,0.006,2.775,20.313999,889500000,-189890000,0.59,46.47,44.38,3547960,344100000,342720000,0.39,76.3,7660000,1.5,2.2,6320000
2011-05-01 5:34,1304199257,biib,97.650002,37.24,118.768776,4.68,23600000000,23570000000,22.42,15.83,1.9,4.97,4.27,4.9,11.61,22.49,34.63,12.61,16.99,4810000000,19.62,8.5,4320000000,2030000000,1080000000,4.36,35.4,1230000000,5.08,1200000000,21.16,2.69,23.19,1540000000,1240000000,0.78,78.38,68.79,2410720,241630000,225170000,0.09,95.1,5380000,2.6,2.5,5820000
2013-09-02 2:25,1378059917,biib,213.020004,60.87,149.4814,24.99,50630000000,50950000000,31.55,19.45,1.21,8.56,6.44,8.57,20.27,27.06,35.47,13.17,22.69,5940000000,25.09,21.3,4970000000,2510000000,1610000000,6.75,26.8,667670000,2.81,729580000,9.23,1.94,33.25,1850000000,-1640000000,1.22,217.06,205.65,1381840,237670000,237420000,0.09,94.5,2660000,2,1.2,2580000
2007-02-27 11:09,1172545757,biib,45.880001,31.06,111.129936,0.91,16150000000,15350000000,74.99,16.27,1.92,8.63,2.23,8.2,12.031,11.62,-2.32,6.64,3.04,1870000000,5.529,8.8,2050000000,1280000000,213420000,0.63,95.4,902690000,2.636,96690000,0.014,2.938,21.142,841270000,696590000,0.74,49.13,47.34,3162570,342440000,341650000,0.47,85.6,8590000,2.9,2.5,9120000
2013-05-13 12:50,1368420610,biib,222.740005,32.82,148.594681,18.5,50610000000,50860000000,33.83,21.54,1.4,8.97,6.9,9.02,21.7,26.67,35.03,12.81,22.05,5640000000,23.78,9.5,4970000000,2340000000,1500000000,6.3,41,663300000,2.79,915150000,12.47,4.16,30.92,1860000000,-1540000000,1.29,202.87,166.27,1360370,237370000,237140000,0.1,94.4,2370000,1.6,1.1,2670000
2012-11-04 5:09,1351976965,biib,138.410004,73.45,127.152008,27.65,32750000000,32250000000,24.05,19.04,1.24,6.06,4.94,5.95,14.68,25.59,33.99,12.51,21.53,5430000000,22.66,5.8,4580000000,2200000000,1390000000,5.76,13.2,1610000000,6.79,1110000000,16.69,2.01,28.15,1850000000,1410000000,1.21,149.21,142.17,985478,236600000,236320000,10.23,84.8,1690000,1.5,0.7,1870000
2007-02-26 20:14,1172492062,biib,47.169998,30.44,115.646828,-2.93,16190000000,15250000000,75.17,16.3,1.92,8.58,2.22,8.15,11.959,11.62,-2.32,6.64,3.04,1870000000,5.529,8.8,2050000000,1280000000,213420000,0.63,95.4,902690000,2.636,96690000,0.014,2.938,21.142,841270000,696590000,0.74,49.23,47.22,3141240,342440000,341650000,0.47,85.6,8590000,2.9,2.5,9120000
2011-10-31 1:57,1319997445,biib,116.360001,22.83,110.36338,15.04,28790000000,28660000000,26.87,18.76,2.11,5.95,4.78,5.98,14.06,22.45,34.87,12.96,17.69,4800000000,19.92,-0.3,4320000000,2040000000,1080000000,4.42,-1.8,1330000000,5.47,1190000000,19.73,2.82,24.64,1540000000,1200000000,0.82,99.85,97.2,2176100,242540000,242110000,0.09,95.1,3820000,1.9,N/A,3830000
2005-01-25 22:21,1106662888,biib,63.080002,-30.87,89.835213,10.28,21040000000,21410000000,N/A,36.89,2.16,10.92,3.13,11.13,N/A,-51.68,-55.2,-12.58,-17.05,1920000000,5.988,N/A,394440000,-761460000,-994170000,-4.047,N/A,445880000,1.34,845700000,0.126,2.95,20.118,N/A,N/A,0.53,62.48,60.13,3767545,333550000,331100000,0.74,87.69,10990000,2.337,3.32,11650000
2013-04-23 6:46,1366670793,biib,212.759995,44.18,143.361069,21.2,50850000000,47470000000,37.36,22.19,1.52,8.71,6.91,8.61,21.64,25.02,33.33,11.98,20.61,5520000000,23.18,6.9,4970000000,2190000000,1380000000,5.76,-2.7,1710000000,7.22,1140000000,16.38,1.96,29.42,1880000000,1440000000,1.27,186.87,159.66,1416470,236310000,236020000,0.1,94.4,2420000,1.7,1,2650000
2005-04-08 2:19,1112897947,biib,36.080002,22.98,91.052307,11.72,12570000000,11970000000,562,19.96,1.37,5.51,1.7,5.41,30.61,1.13,1.96,0.27,0.36,2210000000,6.393,N/A,1660000000,391090000,25050000,0.07,N/A,1060000000,3.08,850310000,0.125,1.532,20.816,N/A,N/A,0.919,51.47,58.28,8719909,344030000,341300000,0.79,80.87,10100000,0.578,2.96,8250000
2011-07-21 23:24,1311261845,biib,105.620003,34.64,117.660332,3.63,25520000000,25190000000,24.25,16.79,1.82,5.24,4.5,5.24,12.41,22.49,34.63,12.61,16.99,4810000000,19.62,8.5,4320000000,2030000000,1080000000,4.36,35.4,1230000000,5.08,1200000000,21.16,2.69,23.19,1540000000,1240000000,0.72,100.43,83.1,2558470,241630000,241250000,0.09,95.1,4000000,1.5,1.9,3260000
2007-01-27 10:13,1169863980,bk,34.513424,4.86,113.225082,-4.67,30490000000,14970000000,10.26,14.77,1.47,4.48,2.64,2.19,N/A,44.01,53.14,1.44,13.75,6840000000,9.048,8.3,7360000000,N/A,1480000000,3.93,341.7,26670000000,35.28,11160000000,N/A,N/A,15.343,N/A,N/A,1.18,39.85,35.79,4367980,755960000,750670000,0.72,72.3,4910000,1.4,0.7,5460000
2006-10-23 12:23,1161577432,bk,28.659426,35.88,108.906029,12.46,25630000000,13690000000,15.54,13.88,1.38,3.54,2.53,1.9,N/A,23.13,54.23,1.56,16.91,7200000000,9.455,13,7360000000,N/A,1650000000,2.16,12.6,23290000000,30.516,10410000000,N/A,N/A,13.18,2220000000,N/A,1.31,34.88,33.91,2930500,763130000,757790000,0.72,65.1,5890000,2.5,0.8,3370000
2012-01-30 7:10,1327878636,bk,17.903139,39.29,116.258041,17.23,24470000000,-88330000000,9.97,8.06,0.83,1.64,0.72,-6,N/A,17.08,28.69,0.9,7.63,14730000000,12.07,-6.8,9420000000,N/A,2480000000,2.03,-25.6,1.54E+11,127.19,41060000000,N/A,N/A,27.63,N/A,N/A,1.07,20.24,20.63,9442440,1210000000,1200000000,0.34,80.9,13370000,1.9,1.1,14320000
2011-11-04 13:43,1320385408,bk,18.651945,19.64,110.345772,15.23,25870000000,-83400000000,9.87,8.89,0.93,1.73,0.77,-5.57,N/A,17.95,29.63,0.97,8.29,14980000000,12.21,7.9,9420000000,N/A,2660000000,2.16,4.7,1.53E+11,126.28,43870000000,N/A,N/A,27.79,N/A,N/A,1.05,19.75,23.65,15145200,1210000000,1210000000,0.32,80.5,17700000,1.2,1.4,17950000
2012-01-25 22:12,1327500743,bk,18.27873,35.08,117.31118,15.21,24880000000,-87110000000,10.13,8.23,0.63,1.74,0.77,-5.91,N/A,17.08,28.69,0.9,7.63,14730000000,12.07,-6.8,9420000000,N/A,2480000000,2.03,-25.6,1.54E+11,127.19,41060000000,N/A,N/A,27.63,N/A,N/A,1.07,20.18,20.67,9435210,1210000000,1200000000,0.34,80.9,14320000,1.9,1.2,14960000
2013-04-25 6:44,1366843476,bk,25.532112,23.29,144.033463,19.89,35110000000,-76450000000,21.66,10.88,0.95,2.37,1,-5.23,N/A,10.75,27.95,0.5,4.63,14630000000,12.53,-0.1,9540000000,N/A,1510000000,1.29,N/A,1.53E+11,131.89,44310000000,N/A,N/A,27.47,N/A,N/A,1.34,27.98,26.25,5622420,1260000000,1160000000,0.23,83.1,11240000,2.1,1,14680000
2010-11-22 8:29,1290385743,bk,23.819019,-32.77,103.633492,1.14,34440000000,-32590000000,13.88,11.02,1.25,1.82,1.07,-1.72,N/A,12.84,51.68,1.12,8.62,18940000000,15.73,N/A,2580000000,N/A,2590000000,2,N/A,1.09E+11,87.46,41120000000,N/A,N/A,25.92,4140000000,N/A,0.68,26.45,26.34,8232480,1240000000,1230000000,0.28,80.7,21090000,2.3,1.8,16670000
2004-09-08 9:35,1094607317,bk,24.093319,4.52,85.512939,11.89,23540000000,28880000000,18.05,13.88,1.29,10.57,2.65,13.13,N/A,59.18,N/A,1.36,15.39,2200000000,2.832,N/A,5830000000,N/A,1300000000,1.676,N/A,3100000000,3.99,8440000000,N/A,N/A,11.293,N/A,N/A,1.36,28.84,30.74,2137227,777900000,773800000,0.53,67.63,2650000,0.996,0.34,2530000
2012-03-05 23:27,1330961252,bk,19.816858,28.42,121.019188,15.33,26700000000,-80100000000,10.92,8.9,0.88,1.82,0.81,-5.44,N/A,17.08,30.11,0.9,7.63,14730000000,12.07,-6.8,9420000000,N/A,2480000000,2.03,-25.6,1.55E+11,129.04,48490000000,N/A,N/A,27.63,2210000000,N/A,1.1,21.42,20.22,8360720,1200000000,1200000000,0.34,80.9,14170000,1.3,N/A,11650000
2004-10-28 7:05,1098918326,bk,26.060728,-1.54,86.357033,7.93,25170000000,30270000000,18.05,15.21,1.41,10.99,2.74,13.43,N/A,61.93,N/A,1.48,16.14,2250000000,2.898,N/A,5830000000,N/A,1400000000,1.795,N/A,3060000000,3.94,8160000000,N/A,N/A,11.656,N/A,N/A,1.351,29.97,30.45,2401364,776760000,772700000,0.52,67.72,5320000,1.75,0.69,4110000
2007-01-27 2:18,1169835538,bk,34.513424,4.86,113.225082,-4.67,30490000000,15130000000,10.26,14.77,1.47,4.48,2.64,2.21,N/A,44.01,53.14,1.44,13.75,6840000000,9.048,8.3,7360000000,N/A,1480000000,3.93,341.7,26670000000,35.28,11160000000,N/A,N/A,15.343,N/A,N/A,1.18,39.85,35.79,4367980,755960000,750670000,0.72,72.3,5460000,1,0.7,4860000
2012-11-07 22:10,1352297437,bk,21.833275,36.03,125.49929,27.94,28350000000,-66850000000,12.47,10,1.02,2.06,0.88,-4.62,N/A,15.99,27.71,0.71,6.57,14470000000,12.19,-1,9510000000,N/A,2280000000,1.92,11.4,1.44E+11,123.61,48060000000,N/A,N/A,28.81,N/A,N/A,1.23,23.76,22.26,6223280,1180000000,1160000000,0.28,81.1,16310000,2.8,1.4,15500000
2007-03-09 6:51,1173394262,bk,33.563507,7.14,112.149643,-6.16,29800000000,14320000000,10.02,14.42,1.49,4.34,2.56,2.09,N/A,44.01,53.14,1.44,13.75,6840000000,9.049,25.5,7630000000,N/A,1480000000,3.93,341.7,26670000000,35.236,11190000000,N/A,N/A,15.335,3280000000,N/A,1.13,41.12,37.44,3947220,756900000,751600000,0.5,72.7,5360000,1.4,0.7,4910000
2011-08-17 7:53,1313538793,bk,18.359638,10.95,104.694885,21.17,25650000000,-77170000000,9.73,8.07,0.8,1.74,0.76,-5.25,N/A,18.09,28.74,1.02,8.34,14710000000,11.99,15.9,9420000000,N/A,2640000000,2.14,11.7,1.47E+11,119.6,44610000000,N/A,N/A,27.46,5190000000,N/A,0.65,24.23,27.8,10288200,1230000000,1230000000,0.32,80.5,10030000,1.1,0.8,9590000
2008-06-15 0:56,1213462565,bk,34.563797,-29.58,111.009583,-29.97,47660000000,6110000000,18.46,12.22,1.3,3.52,1.63,0.46,N/A,17.87,35.11,1.67,12.69,13150000000,12.779,94.5,12590000000,N/A,2540000000,2.26,71.9,64920000000,56.758,23370000000,N/A,N/A,24.895,2830000000,N/A,0.69,43.6,45.04,8652950,1140000000,1120000000,0.28,76.1,15640000,3.3,1.4,16000000
2011-04-29 4:36,1304022973,bk,25.445248,-15.75,118.768776,5.07,35490000000,-27400000000,13.9,9.82,0.99,2.59,1.11,-1.98,N/A,18.16,30.89,1.15,8.52,13860000000,11.43,16.6,9420000000,N/A,2560000000,2.06,14.5,97990000000,78.91,34950000000,N/A,N/A,26.06,4050000000,N/A,0.72,29.3,29.22,6784400,1240000000,1240000000,0.32,80.5,12210000,1.6,1,17350000
2009-01-01 20:55,1230814524,bk,23.837673,1.01,74.976768,26.35,32510000000,-7160000000,17.38,9.67,0.91,2.18,1.15,-0.5,N/A,12.98,27.8,0.91,7.28,14470000000,12.694,-0.1,12590000000,N/A,2060000000,1.63,-52.7,75500000000,65.793,35830000000,N/A,N/A,23.975,1260000000,N/A,0.56,27.98,32.83,11122700,1150000000,1130000000,0.28,76.7,9990000,0.7,0.9,6560000
2005-05-15 5:34,1116106446,bk,22.780077,25.3,89.292976,13.89,21630000000,28200000000,14.89,12.32,1.24,7.83,2.3,10.28,N/A,53.03,N/A,1.53,16.09,2740000000,3.526,N/A,6600000000,N/A,1460000000,1.87,N/A,2600000000,3.34,9170000000,N/A,N/A,12.021,N/A,N/A,1.241,28.95,30.49,2703932,776580000,766000000,1.36,68.28,6490000,2.602,0.85,5940000
2009-01-14 2:29,1231871350,bks,8.556963,10.97,70.099625,39.37,1000000000,1120000000,9.52,15.92,1.41,0.19,1.17,0.21,2.866,2.05,4.05,4.31,11.92,5350000000,94.171,-4.4,1640000000,390600000,109810000,1.91,N/A,16830000,0.304,126500000,0.148,1.173,15.64,352300000,115120000,1.33,15.8,21.2,1031160,55300000,32230000,41.26,74.6,8560000,8.1,23,8290000
2006-10-23 12:28,1161577731,bks,19.222387,-4.09,108.906029,12.46,2560000000,2570000000,18.26,15.57,1.2,0.5,2.44,0.5,5.682,2.94,5.38,6.08,14.17,5110000000,77.654,-1.3,1570000000,451850000,149880000,2.14,23.1,21780000,0.332,41000000,0.039,1.261,16.021999,348530000,208640000,1.51,37.53,38.27,732348,65610000,51740000,22.51,73.1,2340000,3,4.5,2790000
2007-06-08 15:39,1181288367,bks,19.381777,-29.78,120.800285,-8.01,2650000000,2510000000,19.97,20.18,1.78,0.5,2.31,0.48,5.912,2.62,4.45,5.38,12.7,5290000000,81.316,2.8,1640000000,424820000,138870000,2.04,N/A,120680000,1.859,0,N/A,1.318,17.537001,N/A,N/A,1.07,40.94,40.24,829052,64900000,50430000,0.51,71.1,3190000,5.7,6.2,3390000
2013-05-14 10:14,1368497685,bks,11.347785,-20.79,150.130219,16.73,1250000000,1320000000,N/A,N/A,0.07,0.18,1.69,0.19,11.26,-1.52,-1.63,-1.67,-9.13,6940000000,119.65,-8.8,1910000000,117120000,-122950000,-2.12,N/A,213640000,3.62,155800000,11.96,1.11,12.48,62970000,-50590000,0.45,17.72,15.57,1653500,59080000,35080000,37.04,57.1,11150000,11.2,27.5,12780000
2004-12-14 3:38,1102966708,bks,14.280172,37.3,92.403992,7.62,2170000000,2190000000,15.15,14.8,1.12,0.33,1.6,0.34,4.22,2.79,5.15,5.24,12.6,6550000000,89.278,N/A,1630000000,519860000,158040000,2.032,N/A,190870000,2.71,245000000,0.185,1.356,18.959,N/A,N/A,0.728,31.61,32.6,743681,70480000,57100000,18.99,72.68,2120000,2.59,3.72,2880000
2009-10-31 21:01,1256994106,bks,8.572353,-4.78,87.564308,16.68,928850000,771120000,12.94,11.7,2.31,0.19,1,0.15,2.306,1.44,3.08,3.32,8.89,5010000000,91.446,-5.3,1580000000,334440000,79630000,1.28,-20.4,157740000,2.821,0,N/A,1.17,16.871,446050000,313270000,1,20.64,22.16,1337180,55920000,28650000,45.33,58.7,10650000,7.3,27.1,9790000
2006-02-06 23:48,1139240919,bks,19.133848,1.36,99.022232,16.56,2720000000,2750000000,22.19,18.11,1.31,0.54,2.78,0.55,6.396,2.77,5.07,4.67,11.87,5020000000,73.12,3.8,1490000000,430170000,136000000,1.86,-95.7,23040000,0.35,62000000,0.064,1.184,14.848,510870000,64570000,N/A,42.37,39.67,652586,65790000,52580000,21.4,72.9,3940000,6,7.8,4520000
2005-03-31 23:13,1112281995,bks,15.862262,35.6,91.021431,12.01,2420000000,2090000000,20.29,15.75,1.18,0.49,2.04,0.43,4.9,2.56,5.01,3.61,9.73,4870000000,64.384,N/A,1630000000,425770000,123380000,1.7,N/A,535650000,7.62,245000000,0.21,1.484,16.593,N/A,N/A,0.777,33.52,33.2,612227,70270000,56900000,19.02,71.48,2450000,4.825,4.31,2740000
2012-05-16 1:30,1337103015,bks,10.168145,8.01,118.065262,27.24,1090000000,1300000000,N/A,N/A,0.1,0.15,1.33,0.18,7.43,-0.99,-0.8,-0.87,-7.51,7120000000,124.57,5,1790000000,174520000,-78210000,-1.37,-14.1,27400000,0.47,251600000,25.01,1,14.18,186670000,108410000,0.91,14.53,14,2081250,58120000,19410000,50.38,43.4,19770000,6.5,69.6,19070000
2006-06-21 14:03,1150869826,bks,16.841894,13.48,98.601349,23.81,2290000000,2260000000,16.75,13.62,1.06,0.45,2.16,0.44,5.099,2.87,5.27,5.65,13.51,5120000000,76.925,1.6,1570000000,443320000,146770000,2.07,0.9,57620000,0.872,0,N/A,1.221,16.051001,410610000,-18100000,1.48,40.08,42.52,553074,66080000,51400000,22.35,71.6,3050000,8.2,6,3130000
2008-10-16 20:45,1224161115,bks,10.15239,2.18,77.282349,19.14,1140000000,1220000000,9.66,11.85,1.49,0.21,1.26,0.23,3.081,2.45,4.14,4.61,13.03,5400000000,91.625,-1.6,1640000000,394650000,132600000,2.146,-14.6,26270000,0.478,119000000,0.136,1.196,16.190001,337060000,86490000,1.16,25.8514,27.1499,955514,55010000,36370000,44.72,64.7,9330000,8.9,25.2,10460000
2012-04-03 12:57,1333429057,bks,7.127671,23.93,125.558212,12.33,770140000,994350000,N/A,N/A,0.07,0.11,0.93,0.14,5.7,-0.99,-0.8,-0.87,-7.51,7120000000,124.57,5,1790000000,174520000,-78210000,-1.37,-14.1,27400000,0.47,251600000,25.01,1,14.18,186670000,108410000,1.23,13.58,13.43,1506570,58120000,25210000,50.38,43.4,19200000,15.6,67.6,18310000
2007-12-19 22:33,1198074780,bks,16.81102,-56.81,117.732147,-37.49,2170000000,2210000000,16.29,15.56,1.85,0.4,2.2,0.41,5.415,2.71,4.26,4.57,14.58,5440000000,84.176,5.7,1640000000,407650000,147490000,2.16,N/A,20220000,0.328,24600000,0.025,1.178,16.232,408210000,157900000,1.71,36.46,36.74,878777,61680000,46490000,22.5,68.1,2720000,4.1,5.8,2550000
2007-02-26 19:33,1172489611,bks,19.633322,-25.7,115.646828,-2.93,2710000000,2750000000,19.73,17.24,1.34,0.53,2.64,0.54,6.207,2.86,5.24,5.41,14.64,5140000000,78.673,2.8,1570000000,442410000,146780000,2.12,N/A,19890000,0.306,34100000,0.033,1.208,15.913,N/A,N/A,1.47,40.62,39.14,597402,65010000,51270000,0.52,69.2,1860000,2.8,3.6,1950000
2013-08-07 10:10,1375841437,bks,9.84693,22.33,154.532654,15.13,1080000000,1160000000,N/A,N/A,0.1,0.16,1.49,0.17,39.21,-2.31,-2.89,-3.29,-13.53,6840000000,117.41,-7.4,1680000000,29630000,-175840000,-3.02,N/A,160470000,2.7,256890000,19.93,1.19,12.16,117390000,-73410000,0.19,17.7,17.44,1651170,59420000,38270000,37.67,62.2,7460000,4.1,N/A,6930000
2012-07-14 20:21,1342268483,bks,8.434688,10.37,121.285904,26.15,894090000,1310000000,N/A,N/A,0.1,0.12,1.16,0.18,7.18,-0.97,-0.7,-0.84,-7.83,7130000000,124.34,0.4,1910000000,183110000,-80810000,-1.41,N/A,54130000,0.92,474200000,50.45,1.09,12.97,-24110000,-135760000,1.08,15.71,14.27,2044710,58710000,31080000,62.77,51.4,14210000,11.1,50.1,16020000
2006-08-14 14:12,1155535949,bks,16.104155,-3.82,100.257706,14.58,2230000000,2150000000,16.36,13.35,1.02,0.43,2.08,0.42,4.853,2.87,5.27,5.65,13.51,5120000000,76.925,1.6,1570000000,443320000,146770000,2.07,0.9,57620000,0.872,0,N/A,1.221,16.051001,410610000,-18100000,1.52,35.23,41.7,717610,66080000,52120000,22.35,69.9,3190000,4.7,6.2,2930000
2007-02-27 9:31,1172539872,bks,19.115664,-23.86,111.129936,0.91,2710000000,2730000000,19.73,17.24,1.34,0.53,2.62,0.53,6.163,2.86,5.24,5.41,14.64,5140000000,78.673,2.8,1570000000,442410000,146780000,2.12,N/A,19890000,0.306,34100000,0.033,1.208,15.913,N/A,N/A,1.47,40.68,39.3,597862,65010000,51270000,0.52,69.2,1860000,2.8,3.6,1950000
2005-12-25 21:46,1135518400,bks,19.870661,-4.6,99.1474,13.09,2820000000,2860000000,23.04,19.06,1.36,0.56,2.88,0.57,6.648,2.77,5.07,4.67,11.87,5020000000,73.12,3.8,1490000000,430170000,136000000,1.86,-95.7,23040000,0.35,62000000,0.064,1.184,14.848,510870000,64570000,N/A,40.67,39.04,611866,65790000,N/A,21.4,72.9,4580000,7.2,8.9,3700000
